1.0	0.75	0.5	0.25	0.15	0.05
1.65e-03	1.76e-03	1.88e-03	2.05e-03	2.16e-03	2.23e-03
1.51e-03	1.67e-03	1.84e-03	2.07e-03	2.20e-03	2.22e-03
