1.0	2.0	3.0	5.0	10.0	20.0	30.0	50.0	100.0	200.0	300.0	500.0	1000.0	2000.0	3000.0	5000.0	10000.0
2.16e-02	6.62e-03	3.20e-03	1.29e-03	3.64e-04	9.83e-05	4.50e-05	1.66e-05	4.17e-06	1.02e-06	4.38e-07	1.47e-07	3.29e-08	6.95e-09	2.74e-09	8.23e-10	1.49e-10
2.13e-02	6.52e-03	3.10e-03	1.22e-03	3.25e-04	8.37e-05	3.68e-05	1.29e-05	2.97e-06	6.57e-07	2.70e-07	8.57e-08	1.74e-08	3.43e-09	1.30e-09	3.66e-10	6.30e-11
